,Active.sport,Adrenaline.sports,Art.exhibitions,Biology,Cars,Celebrities,Chemistry,Countryside..outdoors,Dancing,Economy.Management,Foreign.languages,Fun.with.friends,Gardening,Geography,History,Internet,Law,Mathematics,Medicine,Musical.instruments,PC,Passive.sport,Pets,Physics,Politics,Psychology,Reading,Religion,Science.and.technology,Shopping,Theatre,Writing
52,5.0,1.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0
59,3.0,3.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0
65,1.0,4.0,2.0,5.0,1.0,3.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0
70,1.0,1.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0
78,5.0,3.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,5.0,1.0
79,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,3.0
84,1.0,5.0,3.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0
92,3.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
100,2.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,1.0,4.0,4.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0
101,1.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,1.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0
108,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0
113,2.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0
130,1.0,1.0,3.0,5.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0
135,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0
137,5.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,2.0
139,4.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0
145,4.0,3.0,4.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0
162,2.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0
176,4.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0
183,4.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0
189,3.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0
191,5.0,4.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0
203,4.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0
204,3.0,4.0,3.0,5.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0
215,3.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0
217,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0
219,4.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0
221,5.0,3.0,3.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0
229,2.0,2.0,5.0,4.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0
234,5.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0
244,1.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
248,5.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,1.0
250,3.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,1.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0
252,4.0,1.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0
265,5.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,1.0
269,2.0,3.0,1.0,5.0,1.0,2.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0
270,1.0,3.0,2.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0
273,2.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0
279,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0
282,1.0,1.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0
286,2.0,1.0,4.0,5.0,1.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0
291,4.0,4.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
298,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,3.0
310,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0
311,3.0,4.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0
317,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0
319,3.0,3.0,1.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0
322,4.0,4.0,2.0,5.0,1.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0
324,4.0,2.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,2.0,1.0
326,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0
332,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0
333,3.0,1.0,2.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0
344,4.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0
349,5.0,4.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,1.0
352,5.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0
353,1.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
371,3.0,3.0,2.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,2.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,5.0,3.0,1.0
372,5.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0
375,4.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0
376,5.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0
377,5.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0
381,3.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0
388,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0
416,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0
420,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0
424,1.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0
435,5.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,1.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0
436,2.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0
437,4.0,1.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0
442,5.0,2.0,1.0,5.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0
450,1.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,3.0,5.0,1.0
451,4.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0
452,5.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0
454,1.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,5.0,1.0
474,1.0,1.0,3.0,5.0,4.0,1.0,5.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0
477,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0
478,3.0,4.0,3.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0
480,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0
481,3.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0
484,2.0,4.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0
488,5.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,5.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0
492,5.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0
496,1.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0
501,1.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0
508,5.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0
519,5.0,1.0,2.0,5.0,1.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0
522,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0
525,1.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,1.0,4.0,3.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0
539,1.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0
542,1.0,3.0,1.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0
545,3.0,4.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,5.0,4.0,4.0,1.0
573,5.0,5.0,1.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,4.0,1.0
575,5.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0
576,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0
