,Action,Alternative,Animated,Classical.music,Comedy,Country,Dance,Documentary,Fantasy.Fairy.tales,Folk,Hiphop..Rap,Horror,Latino,Metal.or.Hardrock,Movies,Music,Musical,Opera,Pop,Punk,Reggae..Ska,Rock,Rock.n.roll,Romantic,Sci.fi,Slow.songs.or.fast.songs,Swing..Jazz,Techno..Trance,Thriller,War,Western
92,3.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0
97,2.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0
102,5.0,3.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0
106,3.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0
108,1.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0
109,5.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0
117,2.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0
119,2.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0
126,2.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0
131,2.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,1.0
133,3.0,2.0,5.0,1.0,5.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,1.0
136,4.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,5.0,5.0,2.0
142,1.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
148,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0
152,4.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0
155,4.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,5.0,3.0
157,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0
161,3.0,5.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0
162,5.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,1.0
165,2.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0
167,4.0,2.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,1.0
168,2.0,3.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
170,3.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0
171,3.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,5.0,1.0
176,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0
177,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0
181,3.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0
185,1.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0
191,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0
195,3.0,5.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0
199,3.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0
205,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0
217,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0
225,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,5.0,1.0
235,3.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0
236,3.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0
246,5.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0
259,2.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,1.0
272,5.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,1.0,3.0,5.0,2.0
281,4.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0
288,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
295,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0
298,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0
306,4.0,5.0,4.0,2.0,5.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0
321,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0
323,2.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0
329,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0
331,3.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0
335,1.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0
348,5.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0
353,4.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0
368,5.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0
373,4.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0
378,2.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0
384,5.0,5.0,4.0,3.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,1.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0
385,1.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
395,4.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0
402,1.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
414,5.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0
418,4.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,1.0,1.0,5.0,4.0,2.0
421,4.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0
424,1.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0
427,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0
430,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0
433,2.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0
434,2.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0
436,2.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0
439,2.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0
445,2.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0
455,3.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,1.0
463,2.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0
472,5.0,5.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0
474,2.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
477,3.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0
478,4.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0
485,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0
486,4.0,4.0,5.0,2.0,5.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0
490,1.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0
495,1.0,5.0,4.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0
496,4.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0
499,3.0,5.0,5.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0
500,3.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0
506,5.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,5.0
514,4.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,2.0
516,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0
525,1.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0
530,2.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
