,Active.sport,Adrenaline.sports,Art.exhibitions,Biology,Cars,Celebrities,Chemistry,Countryside..outdoors,Dancing,Economy.Management,Foreign.languages,Fun.with.friends,Gardening,Geography,History,Internet,Law,Mathematics,Medicine,Musical.instruments,PC,Passive.sport,Pets,Physics,Politics,Psychology,Reading,Religion,Science.and.technology,Shopping,Theatre,Writing
630,1.0,4.0,5.0,2.0,1.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0
635,4.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,5.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0
648,1.0,4.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0
650,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0
654,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0
661,2.0,3.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0
662,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0
664,4.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0
666,3.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0
667,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0
673,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,1.0
674,2.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0
676,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0
680,5.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0
689,3.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0
696,4.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,5.0,1.0
697,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0
713,3.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0
714,3.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0
718,1.0,1.0,5.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0
723,4.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0
724,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,1.0
735,4.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0
736,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0,4.0,2.0
738,4.0,3.0,4.0,3.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0
748,4.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0
749,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0
750,3.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0
752,2.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0
754,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,1.0
764,5.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,3.0
773,3.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0
775,5.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0
782,5.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0
790,1.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0
792,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0
803,5.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0
805,4.0,5.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0
811,3.0,4.0,5.0,3.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0
822,1.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0
827,2.0,3.0,5.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0
828,1.0,1.0,5.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,4.0,1.0
833,1.0,1.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0
846,3.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,3.0
848,3.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0
850,5.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0
862,1.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0
870,4.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0
882,3.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,1.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0
897,2.0,4.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0
899,3.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0
909,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0
914,4.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0
919,3.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0
920,5.0,3.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0
924,2.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,3.0,2.0
925,5.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0
926,4.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,5.0,1.0
934,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0
939,1.0,1.0,5.0,4.0,1.0,4.0,3.0,5.0,1.0,2.0,5.0,3.0,1.0,5.0,4.0,4.0,1.0,5.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0
942,2.0,2.0,5.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0
961,4.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0
963,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0
966,5.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0
974,1.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0
976,4.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0
981,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0
982,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0
986,3.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,5.0,1.0
987,4.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,1.0
995,2.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0
1006,4.0,4.0,5.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0
1009,4.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0
