,Active.sport,Adrenaline.sports,Art.exhibitions,Biology,Cars,Celebrities,Chemistry,Countryside..outdoors,Dancing,Economy.Management,Foreign.languages,Fun.with.friends,Gardening,Geography,History,Internet,Law,Mathematics,Medicine,Musical.instruments,PC,Passive.sport,Pets,Physics,Politics,Psychology,Reading,Religion,Science.and.technology,Shopping,Theatre,Writing
159,5.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0
170,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0
178,4.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0
179,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
185,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0
186,3.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,1.0
187,4.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,1.0
192,2.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0
194,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0
202,4.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
206,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,1.0,5.0,5.0
209,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,2.0,2.0
218,2.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0
236,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0
240,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0
243,2.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0
246,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0
249,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,1.0
253,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0
256,5.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0
260,2.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0
261,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
263,1.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0
268,3.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0
281,5.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0
287,5.0,2.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,4.0,1.0
288,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0
293,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0
295,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0
299,5.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,1.0,5.0
301,3.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0
314,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,1.0
320,1.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,3.0,4.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0
339,2.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0
341,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0
354,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,3.0
360,5.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,5.0,3.0,1.0
363,3.0,5.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,2.0
364,4.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0
379,2.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0
382,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,1.0
385,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,1.0
390,5.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,4.0
392,4.0,2.0,4.0,2.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0
405,3.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0
409,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0
415,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0
421,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,1.0
428,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0
429,3.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,5.0,4.0,2.0
430,5.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,4.0
431,5.0,4.0,2.0,3.0,1.0,1.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0
443,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0
444,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0
456,5.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0
460,1.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,1.0
464,1.0,1.0,4.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,3.0,1.0
476,3.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0
479,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0
482,2.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0
493,2.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0
498,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0
499,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0
513,1.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0
533,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0
548,5.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,5.0,4.0,2.0,1.0,5.0,4.0
551,2.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,3.0
558,1.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0
559,3.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0
567,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,3.0
587,5.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0
589,5.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0
595,3.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0
596,4.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0
601,3.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0
602,2.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,1.0
614,3.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0
615,5.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0
616,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0
621,3.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0
625,5.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,4.0
